name,loc,sql_size,cols,tables,total_rows,total_cells
spider/cinema/0015,,11,7,1,7,39
spider/cinema/0016,,28,9,2,22,95
spider/cinema/0017,,28,11,2,17,80
spider/cinema/0018,,42,15,3,29,148
spider/cinema/0020,,30,11,2,13,71
spider/cinema/0021,,20,5,1,11,51
spider/cinema/0022,,12,7,1,6,36
spider/city_record/0001,,11,3,1,7,19
spider/city_record/0002,,12,6,1,10,40
spider/city_record/0003,,26,9,2,22,99
spider/city_record/0004,,27,9,2,20,97
spider/city_record/0005,,45,14,3,27,134
spider/city_record/0006,,26,17,2,22,175
spider/city_record/0007,,26,9,2,20,97
spider/city_record/0008,,11,6,1,16,81
spider/city_record/0009,,14,6,1,14,80
spider/city_record/0010,,25,17,2,22,175
spider/city_record/0011,,36,17,2,29,182
spider/city_record/0012,,46,20,3,31,196
spider/city_record/0013,,46,20,3,29,194
spider/city_record/0014,,46,20,3,32,197
spider/city_record/0015,,12,6,1,15,80
spider/city_record/0016,,24,6,1,20,85
spider/city_record/0017,,11,6,1,9,42
spider/city_record/0018,,9,6,1,12,42
spider/city_record/0019,,11,6,1,14,79
spider/city_record/0020,,32,9,2,20,98
spider/climbing/0001,,6,6,1,11,61
spider/climbing/0002,,9,6,1,20,70
spider/climbing/0003,,12,6,1,19,69
spider/climbing/0004,,14,6,1,11,61
spider/climbing/0005,,8,6,1,11,61
spider/climbing/0006,,9,6,1,14,49
spider/climbing/0007,,12,6,1,11,46
spider/climbing/0008,,11,6,1,8,43
spider/climbing/0009,,11,6,1,10,45
spider/climbing/0010,,23,9,2,27,122
spider/climbing/0011,,23,9,2,27,122
spider/climbing/0012,,25,9,2,18,103
spider/climbing/0013,,26,9,2,21,106
spider/climbing/0014,,26,9,2,19,104
spider/climbing/0015,,11,6,1,13,66
spider/climbing/0016,,14,6,1,10,45
spider/climbing/0017,,15,9,2,19,104
spider/climbing/0018,,24,6,1,8,43
spider/climbing/0019,,13,6,1,8,43
spider/climbing/0020,,19,6,1,11,46
spider/club_1/0001,,6,4,1,5,17
spider/club_1/0002,,6,4,1,8,20
spider/club_1/0003,,6,8,1,35,273
spider/club_1/0004,,6,8,1,58,296
spider/club_1/0005,,37,13,3,44,302
spider/club_1/0006,,37,13,3,43,301
spider/club_1/0007,,36,13,3,43,301
spider/club_1/0008,,36,13,3,43,301
spider/club_1/0009,,44,13,3,43,301
spider/club_1/0010,,44,13,3,43,301
spider/club_1/0011,,49,13,3,43,302
spider/club_1/0013,,49,13,3,44,304
spider/club_1/0014,,45,13,3,43,301
spider/club_1/0015,,45,13,3,43,301
spider/club_1/0016,,12,4,1,5,17
spider/club_1/0017,,12,4,1,5,17
spider/club_1/0018,,12,4,1,5,17
spider/club_1/0019,,12,4,1,5,17
spider/club_1/0020,,12,4,1,5,17
spider/club_1/0021,,12,4,1,7,19
spider/club_1/0022,,12,4,1,5,17
spider/club_1/0023,,49,13,3,43,302
spider/club_1/0024,,49,13,3,43,302
spider/club_1/0025,,28,6,2,9,29
spider/club_1/0026,,44,13,3,43,301
spider/club_1/0027,,44,13,3,43,301
spider/club_1/0028,,37,13,3,44,302
spider/club_1/0029,,37,13,3,43,301
spider/club_1/0030,,47,13,3,43,301
spider/club_1/0032,,37,13,3,43,301
spider/club_1/0033,,39,13,3,43,301
spider/club_1/0034,,39,13,3,43,301
spider/club_1/0035,,39,13,3,43,301
spider/coffee_shop/0001,,12,7,1,11,71
spider/coffee_shop/0002,,11,7,1,14,78
spider/coffee_shop/0003,,19,7,1,14,74
spider/coffee_shop/0004,,22,7,1,16,82
spider/coffee_shop/0005,,15,7,1,20,100
spider/coffee_shop/0006,,14,7,1,11,71
spider/coffee_shop/0007,,24,7,1,11,71
spider/coffee_shop/0008,,24,7,1,11,71
spider/coffee_shop/0009,,12,7,1,11,71
spider/coffee_shop/0010,,18,7,1,11,71
spider/coffee_shop/0011,,9,5,1,20,60
spider/coffee_shop/0012,,13,5,1,11,52
spider/coffee_shop/0013,,21,5,1,16,62
spider/coffee_shop/0014,,18,8,2,25,100
spider/coffee_shop/0015,,29,8,2,23,96
spider/coffee_shop/0016,,16,4,1,11,42
spider/coffee_shop/0017,,13,4,1,11,41
spider/coffee_shop/0018,,14,4,1,12,42
spider/college_1/0001,,24,9,2,34,177
spider/college_1/0002,,14,6,1,14,79
spider/college_1/0003,,40,15,3,72,439
spider/college_1/0004,,29,13,2,52,341
spider/college_1/0005,,25,13,2,51,338
spider/college_1/0006,,12,6,1,12,67
spider/college_1/0007,,15,4,1,7,26
spider/college_1/0008,,12,6,1,12,67
spider/college_1/0009,,14,6,1,12,67
spider/college_1/0010,,13,6,1,13,70
spider/college_1/0011,,15,4,1,7,26
spider/college_1/0012,,13,6,1,13,70
spider/college_1/0013,,21,6,1,12,68
spider/college_1/0014,,11,6,1,19,90
spider/college_1/0015,,13,4,1,8,28
spider/college_1/0016,,17,6,1,17,86
spider/college_1/0017,,23,9,2,21,106
spider/college_1/0018,,36,14,3,31,170
spider/college_1/0019,,25,9,2,35,180
spider/college_1/0020,,16,7,1,38,261
spider/college_1/0021,,27,9,2,34,177
spider/college_1/0022,,17,5,1,33,132
spider/college_1/0023,,11,12,1,13,106
spider/college_1/0024,,13,12,1,13,106
spider/college_1/0025,,23,12,1,13,116
spider/college_1/0026,,36,17,2,20,164
spider/college_1/0027,,8,6,1,12,67
spider/college_1/0028,,8,6,1,14,79
spider/college_1/0029,,8,6,1,14,79
spider/college_1/0030,,8,6,1,12,67
spider/college_1/0031,,24,9,2,18,91
spider/college_1/0032,,14,6,1,14,79
spider/college_1/0033,,28,9,2,21,106
spider/college_1/0034,,41,14,3,31,169
spider/college_1/0035,,25,8,2,20,97
spider/college_1/0036,,37,18,3,29,194
spider/college_1/0037,,45,18,3,28,193
spider/college_1/0038,,6,7,1,38,260
spider/college_1/0039,,12,5,1,23,111
spider/college_1/0040,,47,16,4,37,187
spider/college_1/0041,,49,16,4,37,187
spider/college_1/0042,,9,6,1,22,77
spider/college_1/0043,,12,6,1,16,81
spider/college_1/0044,,15,7,1,59,281
spider/college_1/0045,,27,11,2,81,413
spider/college_1/0046,,14,7,1,38,261
spider/college_1/0047,,23,12,1,9,99
spider/college_1/0048,,24,14,2,16,116
spider/college_1/0049,,27,9,2,34,177
spider/college_1/0050,,38,9,2,34,178
spider/college_1/0051,,31,13,2,64,351
spider/college_1/0052,,56,21,4,85,515
spider/college_1/0053,,41,15,3,72,439
spider/college_1/0054,,41,15,3,71,437
spider/college_1/0055,,30,11,2,61,373
spider/college_1/0056,,37,18,3,30,195
spider/college_1/0057,,52,20,4,36,222
spider/college_1/0058,,19,5,1,23,111
spider/college_1/0059,,33,9,2,34,177
spider/college_1/0060,,50,13,2,51,338
spider/college_1/0061,,118,25,5,46,284
spider/college_1/0062,,39,18,3,28,193
spider/college_1/0063,,17,12,1,13,111
spider/college_1/0064,,24,17,2,20,163
spider/college_1/0065,,21,12,1,12,104
spider/college_1/0066,,31,17,2,20,164
spider/college_1/0067,,34,17,2,22,171
spider/college_1/0068,,49,15,3,71,437
spider/college_1/0069,,23,13,2,63,363
spider/college_1/0070,,34,16,3,69,387
spider/college_1/0071,,49,19,4,91,510
spider/college_1/0072,,64,23,5,102,589
spider/college_1/0073,,49,20,4,39,234
spider/college_1/0074,,38,14,2,18,122
spider/college_1/0075,,52,21,4,90,527
spider/college_1/0076,,52,21,4,85,517
spider/college_1/0077,,34,14,2,15,115
spider/college_1/0078,,49,15,3,71,437
spider/college_1/0079,,28,13,2,55,342
spider/college_1/0081,,26,9,2,18,91
spider/college_1/0082,,45,18,3,28,193
spider/college_2/0001,,12,3,1,40,100
spider/college_2/0002,,12,3,1,31,91
spider/college_2/0003,,21,3,1,32,84
spider/college_2/0004,,17,3,1,37,104
spider/college_2/0005,,14,3,1,21,62
spider/college_2/0006,,17,4,1,2001,8001
spider/college_2/0007,,12,3,1,31,91
spider/college_2/0008,,8,2,1,2001,4001
spider/college_2/0009,,8,4,1,201,801
spider/college_2/0010,,14,4,1,201,801
spider/college_2/0011,,28,5,2,315,1015
spider/college_2/0012,,36,5,2,318,1054
spider/college_2/0013,,15,5,2,301,1001
spider/college_2/0014,,15,5,2,421,1121
spider/college_2/0015,,8,5,1,101,501
spider/college_2/0016,,21,3,1,21,61
spider/college_2/0017,,12,4,1,51,201
spider/college_2/0018,,19,3,1,31,91
spider/college_2/0019,,21,3,1,32,84
spider/college_2/0020,,17,4,1,51,201
spider/college_2/0021,,24,4,1,201,801
spider/college_2/0022,,24,4,1,204,804
spider/college_2/0023,,38,5,1,106,506
spider/college_2/0024,,32,9,2,33524,189524
spider/college_2/0025,,13,4,1,203,803
spider/college_2/0026,,15,4,1,201,801
spider/college_2/0027,,12,4,1,400,1000
spider/college_2/0028,,11,3,1,21,61
spider/college_2/0029,,12,3,1,40,100
spider/college_2/0030,,11,4,1,51,201
spider/college_2/0031,,9,4,1,100,400
spider/college_2/0032,,12,4,1,4000,12000
spider/college_2/0033,,44,10,3,360,1520
spider/college_2/0034,,28,6,2,2100,4250
spider/college_2/0036,,17,3,1,40,110
spider/college_2/0037,,18,3,1,50,150
spider/college_2/0038,,14,4,1,247,847
spider/college_2/0039,,13,4,1,220,840
spider/college_2/0040,,27,4,1,59,218
spider/college_2/0041,,16,7,1,120,760
spider/college_2/0042,,13,7,1,101,701
spider/college_2/0043,,18,7,1,101,702
spider/college_2/0044,,13,4,1,2001,8001
spider/college_2/0045,,11,4,1,2020,8040
spider/college_2/0046,,18,6,1,30001,180002
spider/college_2/0047,,25,6,2,4117,12117
spider/college_2/0048,,41,7,3,4167,12434
spider/college_2/0049,,12,5,2,421,1121
spider/college_2/0050,,34,5,2,301,1001
spider/college_2/0051,,34,5,2,305,1005
spider/college_2/0052,,27,9,2,33278,189278
spider/college_2/0053,,38,10,2,301,1501
spider/college_2/0055,,41,7,3,4141,12382
spider/college_2/0056,,41,7,3,4141,12291
spider/college_2/0057,,34,5,2,302,1002
spider/college_2/0058,,36,7,3,4051,12201
spider/college_2/0059,,15,8,2,169,719
spider/college_2/0060,,12,8,2,169,719
spider/college_2/0061,,21,8,2,180,730
spider/college_2/0062,,15,4,1,51,201
spider/college_2/0063,,30,6,2,71,262
spider/college_2/0064,,56,11,3,331,1592
spider/college_2/0065,,35,11,3,33407,190007
spider/college_2/0066,,45,7,3,2087,8311
spider/college_2/0068,,27,4,1,94,288
spider/college_2/0069,,37,11,3,32806,189406
spider/college_2/0070,,42,10,2,312,1548
spider/college_2/0071,,12,4,1,52,202
spider/college_2/0072,,19,4,1,52,202
spider/college_2/0073,,21,8,2,250,900
spider/college_2/0076,,9,4,1,100,250
spider/college_2/0077,,38,7,1,113,713
spider/college_2/0079,,38,7,1,107,707
spider/college_2/0080,,18,4,1,99,249
spider/college_2/0081,,21,5,1,101,501
spider/college_2/0082,,21,4,1,67,234
spider/college_2/0083,,24,4,1,92,242
spider/college_2/0084,,24,4,1,77,227
spider/college_3/0001,,6,7,1,77,533
spider/college_3/0002,,12,7,1,77,533
spider/college_3/0003,,12,7,1,80,536
spider/college_3/0004,,12,7,1,113,569
spider/college_3/0005,,12,6,1,27,157
spider/college_3/0006,,12,6,1,27,157
spider/college_3/0007,,14,3,1,211,631
spider/college_3/0008,,13,2,1,14,28
spider/college_3/0009,,12,8,1,51,289
spider/college_3/0010,,22,8,1,73,494
spider/college_3/0011,,19,8,1,63,469
spider/college_3/0012,,12,6,1,29,159
spider/college_3/0013,,9,7,1,152,1064
spider/college_3/0014,,9,7,1,152,608
spider/college_3/0015,,9,8,1,68,306
spider/college_3/0016,,15,8,1,44,282
spider/college_3/0017,,15,8,1,78,484
spider/college_3/0018,,15,8,1,85,491
spider/college_3/0019,,27,7,2,37,177
spider/college_3/0020,,25,7,2,54,194
spider/college_3/0021,,27,8,2,90,346
spider/college_3/0022,,13,8,1,59,465
spider/college_3/0023,,31,15,2,137,1002
spider/college_3/0024,,27,15,2,135,997
spider/college_3/0025,,28,9,2,304,1180
spider/college_3/0026,,30,15,2,135,998
spider/college_3/0027,,30,12,2,103,690
spider/college_3/0028,,,12,3,467,1558
spider/college_3/0029,,,12,3,280,951
spider/college_3/0030,,30,10,2,142,695
spider/college_3/0031,,30,9,2,45,294
spider/college_3/0032,,37,13,3,167,829
spider/college_3/0033,,,12,3,258,929
spider/college_3/0034,,,12,3,258,930
spider/college_3/0035,,31,7,1,133,589
spider/college_3/0036,,31,6,1,48,178
spider/company_1/0001,,9,4,1,6,15
spider/company_1/0002,,12,5,1,10,38
spider/company_1/0003,,12,5,1,8,36
spider/company_1/0004,,26,5,2,10,24
spider/company_1/0005,,15,10,1,12,88
spider/company_1/0006,,17,10,1,10,84
spider/company_1/0007,,15,10,1,16,104
spider/company_employee/0001,,12,8,1,20,153
spider/company_employee/0002,,9,8,1,38,171
spider/company_employee/0003,,9,8,1,38,190
spider/company_employee/0004,,19,8,1,27,160
spider/company_employee/0005,,13,8,1,20,154
spider/company_employee/0006,,11,8,1,20,153
spider/company_employee/0007,,11,8,1,27,168
spider/company_employee/0008,,13,8,1,20,153
spider/company_employee/0009,,14,8,1,22,155
spider/company_employee/0010,,24,8,1,22,155
spider/company_employee/0011,,34,13,3,36,212
spider/company_employee/0012,,38,13,3,36,212
spider/company_employee/0013,,37,13,3,34,205
spider/company_employee/0014,,36,13,3,36,212
spider/company_employee/0015,,15,7,2,14,52
spider/company_employee/0016,,18,8,1,27,160
spider/company_office/0001,,6,8,1,20,153
spider/company_office/0002,,9,8,1,38,171
spider/company_office/0003,,12,8,1,29,162
spider/company_office/0004,,12,8,1,38,190
spider/company_office/0005,,8,8,1,20,153
spider/company_office/0006,,19,8,1,20,154
spider/company_office/0007,,8,8,1,20,153
spider/company_office/0008,,9,6,1,24,84
spider/company_office/0009,,11,6,1,13,73
spider/company_office/0010,,34,15,3,63,304
spider/company_office/0011,,39,15,3,50,275
spider/company_office/0012,,38,15,3,48,273
spider/company_office/0013,,15,6,1,16,76
spider/company_office/0014,,11,8,1,24,162
spider/company_office/0015,,11,8,1,24,157
spider/company_office/0016,,13,8,1,20,153
spider/company_office/0017,,15,9,2,29,121
spider/company_office/0018,,24,8,1,21,154
spider/company_office/0019,,19,8,1,20,153
spider/company_office/0020,,14,8,1,21,154
spider/county_public_safety/0001,,6,9,1,7,55
spider/county_public_safety/0002,,9,9,1,12,60
spider/county_public_safety/0003,,12,9,1,7,55
spider/county_public_safety/0004,,13,9,1,7,56
spider/county_public_safety/0005,,9,9,1,12,60
spider/county_public_safety/0006,,9,9,1,34,170
spider/county_public_safety/0007,,12,9,1,24,160
spider/county_public_safety/0008,,11,9,1,7,55
spider/county_public_safety/0009,,11,9,1,22,158
spider/county_public_safety/0010,,23,16,2,40,241
spider/county_public_safety/0011,,23,16,2,40,241
spider/county_public_safety/0012,,21,16,2,25,209
spider/county_public_safety/0013,,20,16,2,24,208
spider/county_public_safety/0014,,26,16,2,24,208
spider/county_public_safety/0015,,11,9,1,9,60
spider/county_public_safety/0016,,13,9,1,7,55
spider/county_public_safety/0018,,24,9,1,7,55
spider/county_public_safety/0019,,20,16,2,25,209
spider/county_public_safety/0020,,9,9,1,12,60
spider/cre_Doc_Control_Systems/0001,,6,2,1,6,9
spider/cre_Doc_Control_Systems/0002,,12,2,1,4,7
spider/cre_Doc_Control_Systems/0003,,6,2,1,6,9
spider/cre_Doc_Control_Systems/0004,,12,2,1,4,7
spider/cre_Doc_Control_Systems/0005,,6,3,1,10,20
spider/cre_Doc_Control_Systems/0006,,12,3,1,6,16
spider/cre_Doc_Control_Systems/0007,,6,2,1,8,12
spider/cre_Doc_Control_Systems/0008,,12,2,1,5,9
spider/cre_Doc_Control_Systems/0009,,6,4,1,7,25
spider/cre_Doc_Control_Systems/0010,,26,5,2,11,33
spider/cre_Doc_Control_Systems/0011,,9,7,1,30,135
spider/cre_Doc_Control_Systems/0012,,29,5,2,14,44
spider/cre_Doc_Control_Systems/0013,,35,5,2,12,36
spider/cre_Doc_Control_Systems/0014,,24,8,2,19,112
spider/cre_Doc_Control_Systems/0015,,12,7,1,16,106
spider/cre_Doc_Control_Systems/0016,,12,7,1,16,106
spider/cre_Doc_Control_Systems/0017,,19,7,1,19,109
spider/cre_Doc_Control_Systems/0018,,24,9,2,21,121
spider/cre_Doc_Control_Systems/0019,,23,9,2,21,121
spider/cre_Doc_Control_Systems/0020,,34,9,2,21,122
spider/cre_Doc_Control_Systems/0021,,12,7,1,16,106
spider/cre_Doc_Control_Systems/0022,,23,5,2,26,64
spider/cre_Doc_Control_Systems/0023,,12,3,1,15,43
spider/cre_Doc_Control_Systems/0024,,42,9,2,22,122
spider/cre_Doc_Control_Systems/0025,,42,9,2,22,122
spider/cre_Doc_Control_Systems/0026,,12,3,1,16,46
spider/cre_Doc_Control_Systems/0027,,12,3,1,9,25
spider/cre_Doc_Control_Systems/0028,,20,3,1,9,26
spider/cre_Doc_Control_Systems/0029,,17,3,1,9,26
spider/cre_Doc_Control_Systems/0030,,24,7,2,11,41
spider/cre_Doc_Control_Systems/0031,,23,7,2,13,43
spider/cre_Doc_Control_Systems/0032,,34,7,2,11,42
spider/cre_Doc_Control_Systems/0033,,13,4,1,8,24
spider/cre_Doc_Tracking_DB/0001,,6,2,1,16,31
spider/cre_Doc_Tracking_DB/0002,,9,2,1,30,60
spider/cre_Doc_Tracking_DB/0003,,6,3,1,5,13
spider/cre_Doc_Tracking_DB/0004,,9,3,1,8,20
spider/cre_Doc_Tracking_DB/0005,,15,3,1,5,14
spider/cre_Doc_Tracking_DB/0006,,12,3,1,5,13
spider/cre_Doc_Tracking_DB/0007,,19,6,1,16,91
spider/cre_Doc_Tracking_DB/0008,,12,6,1,16,91
spider/cre_Doc_Tracking_DB/0009,,23,8,2,45,150
spider/cre_Doc_Tracking_DB/0010,,26,8,2,20,103
spider/cre_Doc_Tracking_DB/0011,,6,3,1,6,16
spider/cre_Doc_Tracking_DB/0012,,9,3,1,10,25
spider/cre_Doc_Tracking_DB/0013,,15,3,1,6,17
spider/cre_Doc_Tracking_DB/0014,,12,3,1,6,16
spider/cre_Doc_Tracking_DB/0015,,6,3,1,6,16
spider/cre_Doc_Tracking_DB/0016,,12,3,1,10,30
spider/cre_Doc_Tracking_DB/0017,,15,3,1,6,17
spider/cre_Doc_Tracking_DB/0018,,12,3,1,6,16
spider/cre_Doc_Tracking_DB/0019,,6,6,1,16,91
spider/cre_Doc_Tracking_DB/0020,,18,6,1,16,93
spider/cre_Doc_Tracking_DB/0021,,12,6,1,16,91
spider/cre_Doc_Tracking_DB/0022,,12,6,1,16,91
spider/cre_Doc_Tracking_DB/0023,,11,6,1,20,100
spider/cre_Doc_Tracking_DB/0024,,13,6,1,16,91
spider/cre_Doc_Tracking_DB/0025,,14,6,1,17,92
spider/cre_Doc_Tracking_DB/0026,,13,6,1,16,91
spider/cre_Doc_Tracking_DB/0027,,30,8,2,21,107
spider/cre_Doc_Tracking_DB/0028,,26,8,2,27,112
spider/cre_Doc_Tracking_DB/0029,,34,8,2,22,107
spider/cre_Doc_Tracking_DB/0030,,6,4,1,20,65
spider/cre_Doc_Tracking_DB/0031,,37,11,3,36,166
spider/cre_Doc_Tracking_DB/0032,,12,4,1,30,105
spider/cre_Doc_Tracking_DB/0033,,30,9,2,31,152
spider/cre_Doc_Tracking_DB/0034,,11,4,1,20,70
spider/cre_Doc_Tracking_DB/0035,,13,4,1,16,61
spider/cre_Doc_Tracking_DB/0036,,14,4,1,18,63
spider/cre_Doc_Tracking_DB/0037,,31,6,2,21,77
spider/cre_Doc_Tracking_DB/0038,,34,11,2,37,178
spider/cre_Doc_Tracking_DB/0039,,11,6,1,17,78
spider/cre_Doc_Tracking_DB/0040,,11,6,1,18,80
spider/cre_Doc_Tracking_DB/0041,,12,11,2,35,165
spider/cre_Doc_Tracking_DB/0042,,6,6,1,17,72
spider/cre_Doc_Tracking_DB/0043,,6,6,1,18,73
spider/cre_Doc_Tracking_DB/0044,,12,11,2,34,164
spider/cre_Doc_Tracking_DB/0045,,12,6,1,21,76
spider/cre_Docs_and_Epenses/0001,,6,3,1,16,46
spider/cre_Docs_and_Epenses/0002,,9,3,1,30,75
spider/cre_Docs_and_Epenses/0003,,6,2,1,3,5
spider/cre_Docs_and_Epenses/0004,,9,2,1,4,8
spider/cre_Docs_and_Epenses/0005,,27,4,2,32,94
spider/cre_Docs_and_Epenses/0006,,11,3,1,17,49
spider/cre_Docs_and_Epenses/0007,,31,4,2,18,51
spider/cre_Docs_and_Epenses/0008,,6,7,1,16,106
spider/cre_Docs_and_Epenses/0009,,25,7,1,17,111
spider/cre_Docs_and_Epenses/0010,,9,7,1,30,135
spider/cre_Docs_and_Epenses/0011,,15,7,1,21,117
spider/cre_Docs_and_Epenses/0012,,17,7,1,18,111
spider/cre_Docs_and_Epenses/0013,,28,8,2,25,125
spider/cre_Docs_and_Epenses/0014,,11,7,1,20,115
spider/cre_Docs_and_Epenses/0015,,13,7,1,16,106
spider/cre_Docs_and_Epenses/0016,,14,7,1,19,109
spider/cre_Docs_and_Epenses/0017,,11,7,1,19,113
spider/cre_Docs_and_Epenses/0018,,13,7,1,16,106
spider/cre_Docs_and_Epenses/0019,,14,7,1,16,106
spider/cre_Docs_and_Epenses/0020,,30,9,2,18,111
spider/cre_Docs_and_Epenses/0021,,12,3,1,10,30
spider/cre_Docs_and_Epenses/0022,,12,3,1,6,16
spider/cre_Docs_and_Epenses/0023,,27,9,2,35,165
spider/cre_Docs_and_Epenses/0024,,6,2,1,6,11
spider/cre_Docs_and_Epenses/0025,,9,2,1,10,20
spider/cre_Docs_and_Epenses/0026,,32,8,2,24,123
spider/cre_Docs_and_Epenses/0027,,26,8,2,21,116
spider/cre_Docs_and_Epenses/0028,,6,2,1,4,7
spider/cre_Docs_and_Epenses/0029,,9,2,1,6,12
spider/cre_Docs_and_Epenses/0030,,12,2,1,4,7
spider/cre_Docs_and_Epenses/0031,,6,3,1,11,31
spider/cre_Docs_and_Epenses/0032,,12,3,1,12,32
spider/cre_Docs_and_Epenses/0033,,27,4,2,23,66
spider/cre_Docs_and_Epenses/0034,,26,4,2,19,42
spider/cre_Docs_and_Epenses/0035,,11,3,1,13,36
spider/cre_Docs_and_Epenses/0036,,13,3,1,11,31
spider/cre_Docs_and_Epenses/0037,,12,9,2,30,140
spider/cre_Docs_and_Epenses/0038,,18,9,2,26,136
spider/cre_Docs_and_Epenses/0039,,26,9,2,32,142
spider/cre_Docs_and_Epenses/0040,,15,9,2,26,136
spider/cre_Docs_and_Epenses/0042,,20,3,1,24,54
spider/cre_Drama_Workshop_Groups/0001,,6,9,1,16,136
spider/cre_Drama_Workshop_Groups/0002,,6,9,1,30,150
spider/cre_Drama_Workshop_Groups/0003,,9,9,1,30,165
spider/cre_Drama_Workshop_Groups/0004,,6,6,1,16,91
spider/cre_Drama_Workshop_Groups/0005,,15,6,1,16,92
spider/cre_Drama_Workshop_Groups/0006,,6,8,1,30,135
spider/cre_Drama_Workshop_Groups/0007,,18,7,1,16,108
spider/cre_Drama_Workshop_Groups/0008,,6,7,1,18,108
spider/cre_Drama_Workshop_Groups/0009,,12,4,1,9,33
spider/cre_Drama_Workshop_Groups/0010,,18,5,1,17,77
spider/cre_Drama_Workshop_Groups/0011,,11,5,1,16,76
spider/cre_Drama_Workshop_Groups/0012,,9,5,1,30,90
spider/cre_Drama_Workshop_Groups/0013,,12,6,1,21,121
spider/cre_Drama_Workshop_Groups/0014,,11,7,1,18,111
spider/cre_Drama_Workshop_Groups/0015,,13,7,1,16,106
spider/cre_Drama_Workshop_Groups/0016,,26,11,2,31,191
spider/cre_Drama_Workshop_Groups/0017,,26,11,2,33,193
spider/cre_Drama_Workshop_Groups/0018,,26,9,2,19,103
spider/cre_Drama_Workshop_Groups/0019,,26,9,2,34,132
spider/cre_Drama_Workshop_Groups/0020,,29,9,2,23,129
spider/cre_Drama_Workshop_Groups/0021,,31,9,2,20,119
spider/cre_Drama_Workshop_Groups/0022,,23,14,2,45,255
spider/cre_Drama_Workshop_Groups/0023,,30,14,2,35,235
spider/cre_Drama_Workshop_Groups/0024,,13,5,1,18,81
spider/cre_Drama_Workshop_Groups/0025,,16,5,1,16,76
spider/cre_Drama_Workshop_Groups/0026,,28,9,2,31,151
spider/cre_Drama_Workshop_Groups/0027,,26,9,2,43,163
spider/cre_Drama_Workshop_Groups/0028,,26,11,2,39,189
spider/cre_Drama_Workshop_Groups/0029,,37,15,3,59,269
spider/cre_Drama_Workshop_Groups/0030,,8,8,1,16,121
spider/cre_Drama_Workshop_Groups/0031,,26,12,2,36,241
spider/cre_Drama_Workshop_Groups/0032,,26,12,2,36,241
spider/cre_Drama_Workshop_Groups/0033,,25,12,2,47,264
spider/cre_Drama_Workshop_Groups/0034,,13,8,1,16,121
spider/cre_Drama_Workshop_Groups/0035,,38,11,3,62,337
spider/cre_Drama_Workshop_Groups/0036,,13,9,1,16,136
spider/cre_Drama_Workshop_Groups/0037,,26,16,2,35,260
spider/cre_Drama_Workshop_Groups/0038,,25,15,2,44,264
spider/cre_Drama_Workshop_Groups/0039,,14,7,1,16,106
spider/cre_Drama_Workshop_Groups/0040,,13,7,1,16,106
spider/cre_Drama_Workshop_Groups/0041,,52,9,2,20,118
spider/cre_Theme_park/0001,,6,5,1,21,101
spider/cre_Theme_park/0002,,6,5,1,40,120
spider/cre_Theme_park/0003,,6,4,1,30,75
spider/cre_Theme_park/0004,,9,4,1,40,120
spider/cre_Theme_park/0005,,6,2,1,40,60
spider/cre_Theme_park/0006,,12,5,1,29,109
spider/cre_Theme_park/0007,,21,5,1,21,101
spider/cre_Theme_park/0008,,12,4,1,16,61
spider/cre_Theme_park/0009,,12,4,1,16,61
spider/cre_Theme_park/0010,,12,4,1,16,61
spider/cre_Theme_park/0011,,8,6,1,16,91
spider/cre_Theme_park/0012,,6,5,1,40,120
spider/cre_Theme_park/0013,,12,8,1,21,126
spider/cre_Theme_park/0014,,22,8,1,26,142
spider/cre_Theme_park/0015,,26,6,2,40,125
spider/cre_Theme_park/0016,,23,10,2,21,132
spider/cre_Theme_park/0017,,26,10,2,31,211
spider/cre_Theme_park/0018,,30,10,2,31,212
spider/cre_Theme_park/0019,,23,10,2,19,128
spider/cre_Theme_park/0020,,26,10,2,20,129
spider/cre_Theme_park/0021,,26,9,2,38,203
spider/cre_Theme_park/0022,,34,10,2,19,126
spider/cre_Theme_park/0023,,30,6,2,42,144
spider/cre_Theme_park/0024,,37,13,3,57,262
spider/cre_Theme_park/0025,,,13,3,59,268
spider/cre_Theme_park/0026,,13,5,1,25,110
spider/cre_Theme_park/0027,,13,5,1,22,104
spider/cre_Theme_park/0028,,12,5,1,40,140
spider/cre_Theme_park/0029,,11,5,1,23,103
spider/cre_Theme_park/0030,,14,5,1,23,106
spider/cre_Theme_park/0031,,13,8,1,16,121
spider/cre_Theme_park/0032,,31,9,2,21,132
spider/cre_Theme_park/0033,,11,8,1,18,126
spider/cre_Theme_park/0034,,29,12,2,45,250
spider/cre_Theme_park/0035,,32,12,2,40,230
spider/cre_Theme_park/0036,,32,12,2,40,230
spider/cre_Theme_park/0037,,34,10,2,35,185
spider/cre_Theme_park/0038,,74,10,3,47,175
spider/cre_Theme_park/0039,,34,10,2,36,186
spider/cre_Theme_park/0040,,,13,3,56,261
spider/cre_Theme_park/0041,,,13,3,57,262
spider/cre_Theme_park/0042,,15,6,2,41,141
spider/csu_1/0001,,12,5,1,28,120
spider/csu_1/0002,,12,5,1,24,116
spider/csu_1/0003,,12,5,1,24,116
spider/csu_1/0005,,19,5,1,24,116
spider/csu_1/0006,,38,5,1,25,117
spider/csu_1/0007,,33,6,2,47,185
spider/csu_1/0008,,33,6,2,47,185
